,origin,destination,departure_date,flight_route_number,customer,CustomerNumber,Gender,Age,ZipCode,TotalFlights,first_name,last_name
51173,HOU,BOS,5/24/2016,164,9615,9615,1,44.62331624,20755,12,KELLEY,VANATTA
51174,MDW,PDX,5/21/2016,563,9615,9615,1,44.62331624,20755,12,KELLEY,VANATTA
51175,BWI,PUJ,5/19/2016,126,9615,9615,1,44.62331624,20755,12,KELLEY,VANATTA
51176,PHX,EWR,5/1/2016,146,9615,9615,1,44.62331624,20755,12,KELLEY,VANATTA
51177,PIT,STL,5/25/2016,142,9615,9615,1,44.62331624,20755,12,KELLEY,VANATTA
51178,MSY,DAL,5/27/2016,3,9615,9615,1,44.62331624,20755,12,KELLEY,VANATTA
51179,MCO,PHL,5/27/2016,608,9615,9615,1,44.62331624,20755,12,KELLEY,VANATTA
51180,LGA,MDW,5/30/2016,233,9615,9615,1,44.62331624,20755,12,KELLEY,VANATTA
51181,LGA,ATL,5/25/2016,390,9615,9615,1,44.62331624,20755,12,KELLEY,VANATTA
51182,MCO,MKE,5/31/2016,175,9615,9615,1,44.62331624,20755,12,KELLEY,VANATTA
51183,BNA,BOS,5/20/2016,566,9615,9615,1,44.62331624,20755,12,KELLEY,VANATTA
51184,BWI,BNA,5/18/2016,133,9616,9616,1,39.13224579,71953,7,EDISON,TROXLER
51185,PHX,LIT,5/19/2016,509,9616,9616,1,39.13224579,71953,7,EDISON,TROXLER
51186,SJC,PDX,5/2/2016,390,9616,9616,1,39.13224579,71953,7,EDISON,TROXLER
51187,PHX,LAX,5/3/2016,280,9616,9616,1,39.13224579,71953,7,EDISON,TROXLER
51188,LAX,LAS,5/6/2016,246,9616,9616,1,39.13224579,71953,7,EDISON,TROXLER
51189,SAN,HOU,5/8/2016,488,9616,9616,1,39.13224579,71953,7,EDISON,TROXLER
51190,TPA,MCI,5/23/2016,402,9616,9616,1,39.13224579,71953,7,EDISON,TROXLER
51191,SEA,SNA,5/10/2016,528,9617,9617,0,44.2863723,2446,8,ERNESTINA,TOMES
51192,LAS,PDX,5/3/2016,193,9617,9617,0,44.2863723,2446,8,ERNESTINA,TOMES
51193,MDW,MSP,5/28/2016,376,9617,9617,0,44.2863723,2446,8,ERNESTINA,TOMES
51194,SNA,MEX,5/15/2016,527,9617,9617,0,44.2863723,2446,8,ERNESTINA,TOMES
51195,LAS,SJC,5/24/2016,592,9617,9617,0,44.2863723,2446,8,ERNESTINA,TOMES
51196,BNA,CMH,5/29/2016,18,9617,9617,0,44.2863723,2446,8,ERNESTINA,TOMES
51197,BWI,NAS,5/17/2016,396,9617,9617,0,44.2863723,2446,8,ERNESTINA,TOMES
51198,MDW,MSP,5/15/2016,617,9617,9617,0,44.2863723,2446,8,ERNESTINA,TOMES
51199,PHX,ONT,5/15/2016,645,9618,9618,0,36.82854501,15770,4,ELIDA,TINDLE
51200,DEN,BDL,5/7/2016,617,9618,9618,0,36.82854501,15770,4,ELIDA,TINDLE
51201,PDX,DAL,5/29/2016,448,9618,9618,0,36.82854501,15770,4,ELIDA,TINDLE
51202,LAS,RNO,5/7/2016,390,9618,9618,0,36.82854501,15770,4,ELIDA,TINDLE
51203,PVD,FLL,5/18/2016,467,9619,9619,1,42.96309645,37183,3,SHAYNE,TIMS
51204,MDW,DAY,5/9/2016,140,9619,9619,1,42.96309645,37183,3,SHAYNE,TIMS
51205,LAX,LAS,5/20/2016,67,9619,9619,1,42.96309645,37183,3,SHAYNE,TIMS
51206,LAX,SJC,5/19/2016,153,9621,9621,0,48.45035349,51056,9,DELMA,THACH
51207,AUS,HRL,5/21/2016,69,9621,9621,0,48.45035349,51056,9,DELMA,THACH
51208,TPA,MHT,5/16/2016,418,9621,9621,0,48.45035349,51056,9,DELMA,THACH
51209,DCA,ATL,5/20/2016,364,9621,9621,0,48.45035349,51056,9,DELMA,THACH
51210,HOU,MCI,5/30/2016,642,9621,9621,0,48.45035349,51056,9,DELMA,THACH
51211,ONT,SMF,5/1/2016,531,9621,9621,0,48.45035349,51056,9,DELMA,THACH
51212,SAN,LAS,5/21/2016,365,9621,9621,0,48.45035349,51056,9,DELMA,THACH
51213,BWI,BOS,5/27/2016,350,9621,9621,0,48.45035349,51056,9,DELMA,THACH
51214,PDX,PHX,5/30/2016,277,9621,9621,0,48.45035349,51056,9,DELMA,THACH
51215,ABQ,MDW,5/5/2016,311,9622,9622,0,41.67466156,45119,7,CHONG,STPETER
51216,EWR,AUS,5/3/2016,382,9622,9622,0,41.67466156,45119,7,CHONG,STPETER
51217,OAK,ATL,5/9/2016,381,9622,9622,0,41.67466156,45119,7,CHONG,STPETER
51218,PHX,SEA,5/20/2016,389,9622,9622,0,41.67466156,45119,7,CHONG,STPETER
51219,LAX,LAS,5/4/2016,256,9622,9622,0,41.67466156,45119,7,CHONG,STPETER
51220,MDW,BWI,5/17/2016,588,9622,9622,0,41.67466156,45119,7,CHONG,STPETER
51221,DAL,HOU,5/10/2016,177,9622,9622,0,41.67466156,45119,7,CHONG,STPETER
51222,IND,LAX,5/9/2016,128,9624,9624,1,47.16783564,12866,11,VAL,STENSON
51223,MSY,BNA,5/17/2016,632,9624,9624,1,47.16783564,12866,11,VAL,STENSON
51224,BNA,LGA,5/5/2016,354,9624,9624,1,47.16783564,12866,11,VAL,STENSON
51225,BDL,BWI,5/11/2016,329,9624,9624,1,47.16783564,12866,11,VAL,STENSON
51226,PHX,ONT,5/13/2016,210,9624,9624,1,47.16783564,12866,11,VAL,STENSON
51227,LAS,MCI,5/8/2016,638,9624,9624,1,47.16783564,12866,11,VAL,STENSON
51228,HOU,BNA,5/19/2016,55,9624,9624,1,47.16783564,12866,11,VAL,STENSON
51229,OAK,BUR,5/26/2016,417,9624,9624,1,47.16783564,12866,11,VAL,STENSON
51230,MHT,BWI,5/5/2016,425,9624,9624,1,47.16783564,12866,11,VAL,STENSON
51231,RDU,BNA,5/30/2016,306,9624,9624,1,47.16783564,12866,11,VAL,STENSON
51232,LAS,SAN,5/24/2016,341,9624,9624,1,47.16783564,12866,11,VAL,STENSON
51233,MCO,STL,5/10/2016,129,9625,9625,0,35.76714102,44614,1,ARLEEN,SPRY
51234,MHT,BWI,5/7/2016,134,9626,9626,1,47.6991973,27823,4,RAYMON,SPITZ
51235,DEN,SLC,5/13/2016,47,9626,9626,1,47.6991973,27823,4,RAYMON,SPITZ
51236,PHX,OAK,5/8/2016,639,9626,9626,1,47.6991973,27823,4,RAYMON,SPITZ
51237,OAK,GEG,5/28/2016,616,9626,9626,1,47.6991973,27823,4,RAYMON,SPITZ
51238,HOU,BHM,5/20/2016,317,9627,9627,0,44.0573456,43420,2,RETHA,SONGER
51239,DAL,BNA,5/24/2016,579,9627,9627,0,44.0573456,43420,2,RETHA,SONGER
51240,ATL,DAL,5/27/2016,350,9628,9628,1,48.33685245,15206,2,CRISTOBAL,SNAVELY
51241,ATL,MCI,5/28/2016,31,9628,9628,1,48.33685245,15206,2,CRISTOBAL,SNAVELY
51242,SAN,SEA,5/26/2016,179,9629,9629,1,43.10381665,50629,4,AMBROSE,SLY
51243,SAT,DEN,5/31/2016,96,9629,9629,1,43.10381665,50629,4,AMBROSE,SLY
51244,LAS,SJC,5/27/2016,448,9629,9629,1,43.10381665,50629,4,AMBROSE,SLY
51245,MHT,MCO,5/16/2016,620,9629,9629,1,43.10381665,50629,4,AMBROSE,SLY
51246,SFO,SNA,5/25/2016,344,9631,9631,0,48.05252085,14471,6,CARI,SHROYER
51247,OAK,ONT,5/23/2016,556,9631,9631,0,48.05252085,14471,6,CARI,SHROYER
51248,OMA,LAS,5/24/2016,326,9631,9631,0,48.05252085,14471,6,CARI,SHROYER
51249,RDU,BNA,5/20/2016,133,9631,9631,0,48.05252085,14471,6,CARI,SHROYER
51250,LAX,MSY,5/14/2016,203,9631,9631,0,48.05252085,14471,6,CARI,SHROYER
51251,CMH,MDW,5/27/2016,321,9631,9631,0,48.05252085,14471,6,CARI,SHROYER
51252,RNO,LAS,5/28/2016,196,9632,9632,1,43.76672125,12236,4,FELTON,SHORTRIDGE
51253,SMF,PHX,5/22/2016,430,9632,9632,1,43.76672125,12236,4,FELTON,SHORTRIDGE
51254,HOU,AUS,5/19/2016,130,9632,9632,1,43.76672125,12236,4,FELTON,SHORTRIDGE
51255,BNA,ECP,5/8/2016,337,9632,9632,1,43.76672125,12236,4,FELTON,SHORTRIDGE
51256,PHX,OKC,5/20/2016,107,9633,9633,0,46.72313179,75181,3,BIRDIE,SHENK
51257,DAL,MCI,5/25/2016,487,9633,9633,0,46.72313179,75181,3,BIRDIE,SHENK
51258,MEM,BWI,5/18/2016,412,9633,9633,0,46.72313179,75181,3,BIRDIE,SHENK
51259,SMF,SAN,5/14/2016,198,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51260,BWI,LAS,5/28/2016,538,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51261,SJC,DEN,5/3/2016,602,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51262,BUR,PHX,5/3/2016,467,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51263,HOU,MCI,5/25/2016,171,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51264,MDW,LGA,5/6/2016,153,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51265,PHX,SJC,5/23/2016,72,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51266,BDL,BWI,5/8/2016,331,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51267,CLE,BNA,5/26/2016,34,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51268,ABQ,PHX,5/21/2016,193,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51269,MDW,FNT,5/18/2016,243,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51270,PHX,DAL,5/16/2016,479,9634,9634,0,42.57885207,40175,12,WILHELMINA,SEVIER
51271,LAX,SFO,5/29/2016,195,9638,9638,1,51.51839496,78203,7,IKE,ROSENBERRY
51272,MHT,MDW,5/27/2016,431,9638,9638,1,51.51839496,78203,7,IKE,ROSENBERRY
51273,BWI,MCI,5/12/2016,388,9638,9638,1,51.51839496,78203,7,IKE,ROSENBERRY
51274,PHX,LAS,5/21/2016,432,9638,9638,1,51.51839496,78203,7,IKE,ROSENBERRY
51275,BNA,CMH,5/9/2016,48,9638,9638,1,51.51839496,78203,7,IKE,ROSENBERRY
51276,MDW,PHL,5/31/2016,240,9638,9638,1,51.51839496,78203,7,IKE,ROSENBERRY
51277,JAX,BWI,5/22/2016,406,9638,9638,1,51.51839496,78203,7,IKE,ROSENBERRY
51278,MCO,DAL,5/16/2016,200,9640,9640,1,36.09591607,58656,1,LINO,ROBESON
51279,ELP,PHX,5/19/2016,14,9641,9641,1,39.77116665,97469,6,JAROD,ROAN
51280,FLL,SJU,5/27/2016,248,9641,9641,1,39.77116665,97469,6,JAROD,ROAN
51281,AUS,DAL,5/24/2016,320,9641,9641,1,39.77116665,97469,6,JAROD,ROAN
51282,MSY,MDW,5/3/2016,431,9641,9641,1,39.77116665,97469,6,JAROD,ROAN
51283,ECP,BNA,5/4/2016,240,9641,9641,1,39.77116665,97469,6,JAROD,ROAN
51284,MCO,LAS,5/24/2016,609,9641,9641,1,39.77116665,97469,6,JAROD,ROAN
51285,DEN,SNA,5/9/2016,154,9643,9643,0,41.7729058,74878,7,MAUDIE,REDWINE
51286,LAX,RNO,5/26/2016,455,9643,9643,0,41.7729058,74878,7,MAUDIE,REDWINE
51287,BNA,STL,5/22/2016,115,9643,9643,0,41.7729058,74878,7,MAUDIE,REDWINE
51288,DAL,LBB,5/2/2016,4,9643,9643,0,41.7729058,74878,7,MAUDIE,REDWINE
51289,MDW,MSY,5/10/2016,445,9643,9643,0,41.7729058,74878,7,MAUDIE,REDWINE
51290,BDL,BWI,5/4/2016,328,9643,9643,0,41.7729058,74878,7,MAUDIE,REDWINE
51291,ATL,FLL,5/27/2016,64,9643,9643,0,41.7729058,74878,7,MAUDIE,REDWINE
51292,RIC,ATL,5/10/2016,479,9646,9646,0,57.34566314,84103,3,CATRINA,PROFIT
51293,MCI,OAK,5/21/2016,531,9646,9646,0,57.34566314,84103,3,CATRINA,PROFIT
51294,MDW,MCO,5/25/2016,617,9646,9646,0,57.34566314,84103,3,CATRINA,PROFIT
51295,ATL,MSY,5/19/2016,134,9648,9648,0,48.38524815,68735,6,HORTENCIA,POPHAM
51296,STL,OMA,5/31/2016,373,9648,9648,0,48.38524815,68735,6,HORTENCIA,POPHAM
51297,DEN,SFO,5/30/2016,200,9648,9648,0,48.38524815,68735,6,HORTENCIA,POPHAM
51298,PVD,BWI,5/27/2016,466,9648,9648,0,48.38524815,68735,6,HORTENCIA,POPHAM
51299,CMH,FLL,5/11/2016,426,9648,9648,0,48.38524815,68735,6,HORTENCIA,POPHAM
51300,MDW,MCI,5/30/2016,612,9648,9648,0,48.38524815,68735,6,HORTENCIA,POPHAM
51301,BWI,BNA,5/24/2016,49,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51302,RNO,PHX,5/26/2016,633,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51303,ATL,BWI,5/12/2016,451,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51304,STL,LAX,5/31/2016,361,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51305,DEN,SAT,5/6/2016,525,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51306,SAN,DAL,5/10/2016,635,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51307,DAL,BWI,5/10/2016,472,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51308,SAT,DAL,5/17/2016,4,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51309,AUS,OAK,5/8/2016,92,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51310,MCI,TPA,5/31/2016,401,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51311,BUF,BWI,5/17/2016,91,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51312,HOU,LGA,5/15/2016,458,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51313,MCI,DCA,5/7/2016,254,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51314,DAL,LIT,5/22/2016,199,9651,9651,0,44.94029254,53826,14,ROBBIN,PINARD
51315,BOS,CMH,5/12/2016,341,9652,9652,0,52.41393942,4347,6,DANETTE,PETERKIN
51316,RSW,STL,5/20/2016,109,9652,9652,0,52.41393942,4347,6,DANETTE,PETERKIN
51317,IND,PHX,5/26/2016,394,9652,9652,0,52.41393942,4347,6,DANETTE,PETERKIN
51318,PNS,BNA,5/16/2016,465,9652,9652,0,52.41393942,4347,6,DANETTE,PETERKIN
51319,SMF,LAX,5/5/2016,193,9652,9652,0,52.41393942,4347,6,DANETTE,PETERKIN
51320,LAX,OAK,5/10/2016,528,9652,9652,0,52.41393942,4347,6,DANETTE,PETERKIN
51321,SLC,OAK,5/6/2016,286,9655,9655,1,48.20875015,1472,10,DEL,PEAY
51322,PDX,PHX,5/2/2016,29,9655,9655,1,48.20875015,1472,10,DEL,PEAY
51323,OAK,BUR,5/30/2016,422,9655,9655,1,48.20875015,1472,10,DEL,PEAY
51324,DCA,MSY,5/5/2016,144,9655,9655,1,48.20875015,1472,10,DEL,PEAY
51325,OAK,MDW,5/22/2016,506,9655,9655,1,48.20875015,1472,10,DEL,PEAY
51326,FLL,MSY,5/12/2016,15,9655,9655,1,48.20875015,1472,10,DEL,PEAY
51327,ABQ,OAK,5/14/2016,313,9655,9655,1,48.20875015,1472,10,DEL,PEAY
51328,HOU,CLT,5/11/2016,518,9655,9655,1,48.20875015,1472,10,DEL,PEAY
51329,STL,LAX,5/12/2016,529,9655,9655,1,48.20875015,1472,10,DEL,PEAY
51330,SAN,OAK,5/30/2016,552,9655,9655,1,48.20875015,1472,10,DEL,PEAY
51331,DAL,SAN,5/13/2016,135,9656,9656,0,35.43657493,37183,1,BRIANNE,PEAVEY
51332,TPA,MEM,5/15/2016,533,9657,9657,0,43.1685848,43270,9,NILDA,NADLER
51333,DAL,SJC,5/8/2016,604,9657,9657,0,43.1685848,43270,9,NILDA,NADLER
51334,DEN,TPA,5/19/2016,628,9657,9657,0,43.1685848,43270,9,NILDA,NADLER
51335,MDW,OMA,5/24/2016,424,9657,9657,0,43.1685848,43270,9,NILDA,NADLER
51336,SAN,LAS,5/15/2016,253,9657,9657,0,43.1685848,43270,9,NILDA,NADLER
51337,MSY,DCA,5/22/2016,369,9657,9657,0,43.1685848,43270,9,NILDA,NADLER
51338,SJC,SNA,5/19/2016,153,9657,9657,0,43.1685848,43270,9,NILDA,NADLER
51339,STL,SFO,5/1/2016,293,9657,9657,0,43.1685848,43270,9,NILDA,NADLER
51340,RIC,ATL,5/22/2016,478,9657,9657,0,43.1685848,43270,9,NILDA,NADLER
51341,SAT,DAL,5/19/2016,400,9659,9659,0,45.89918001,39521,9,CINDI,MILO
51342,MDW,MCI,5/17/2016,450,9659,9659,0,45.89918001,39521,9,CINDI,MILO
51343,OAK,ONT,5/24/2016,69,9659,9659,0,45.89918001,39521,9,CINDI,MILO
51344,DAL,ABQ,5/29/2016,49,9659,9659,0,45.89918001,39521,9,CINDI,MILO
51345,MCO,STL,5/5/2016,63,9659,9659,0,45.89918001,39521,9,CINDI,MILO
51346,BOS,BWI,5/1/2016,563,9659,9659,0,45.89918001,39521,9,CINDI,MILO
51347,LAX,OAK,5/18/2016,204,9659,9659,0,45.89918001,39521,9,CINDI,MILO
51348,LAX,ATL,5/19/2016,202,9659,9659,0,45.89918001,39521,9,CINDI,MILO
51349,IND,LGA,5/15/2016,394,9659,9659,0,45.89918001,39521,9,CINDI,MILO
51350,MCO,CMH,5/5/2016,20,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51351,PHX,MCI,5/26/2016,274,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51352,PDX,MCI,5/28/2016,627,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51353,SMF,SAN,5/11/2016,288,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51354,DCA,IND,5/15/2016,392,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51355,PIT,MDW,5/23/2016,463,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51356,OAK,SNA,5/12/2016,357,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51357,SLC,MDW,5/15/2016,279,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51358,SEA,LAS,5/5/2016,101,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51359,PHL,MDW,5/8/2016,408,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51360,SNA,SFO,5/31/2016,153,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51361,LAX,SJC,5/24/2016,58,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51362,BDL,BWI,5/30/2016,257,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51363,SFO,PHX,5/2/2016,464,9660,9660,0,55.46127545,1842,14,BESS,MILLETT
51364,LAX,SJC,5/25/2016,153,9661,9661,0,43.87091053,45408,1,IONA,MESTAS
51365,HOU,TPA,5/11/2016,419,9662,9662,1,46.62973567,7074,10,ISREAL,MCGOWEN
51366,DAL,AMA,5/30/2016,5,9662,9662,1,46.62973567,7074,10,ISREAL,MCGOWEN
51367,BDL,MDW,5/6/2016,635,9662,9662,1,46.62973567,7074,10,ISREAL,MCGOWEN
51368,CMH,BOS,5/19/2016,174,9662,9662,1,46.62973567,7074,10,ISREAL,MCGOWEN
51369,DAL,SEA,5/14/2016,259,9662,9662,1,46.62973567,7074,10,ISREAL,MCGOWEN
51370,MCO,BWI,5/1/2016,598,9662,9662,1,46.62973567,7074,10,ISREAL,MCGOWEN
51371,LAX,SFO,5/11/2016,32,9662,9662,1,46.62973567,7074,10,ISREAL,MCGOWEN
51372,IAD,DEN,5/3/2016,531,9662,9662,1,46.62973567,7074,10,ISREAL,MCGOWEN
51373,MSY,LAX,5/20/2016,480,9662,9662,1,46.62973567,7074,10,ISREAL,MCGOWEN
51374,DAL,FLL,5/30/2016,118,9662,9662,1,46.62973567,7074,10,ISREAL,MCGOWEN
51375,MCI,BWI,5/5/2016,167,9664,9664,1,54.4847527,24012,1,GARRET,MARASCO
51376,RDU,BWI,5/19/2016,477,9665,9665,0,41.41729088,47516,2,VIDA,MANRIQUEZ
51377,PHX,LAX,5/2/2016,509,9665,9665,0,41.41729088,47516,2,VIDA,MANRIQUEZ
51378,SJC,SEA,5/3/2016,103,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51379,LAS,SFO,5/30/2016,45,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51380,MSP,MKE,5/30/2016,373,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51381,ATL,BOS,5/18/2016,405,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51382,ICT,STL,5/12/2016,230,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51383,MDW,HOU,5/24/2016,300,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51384,LAS,PDX,5/15/2016,193,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51385,OAK,BNA,5/11/2016,498,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51386,SAN,SEA,5/31/2016,595,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51387,PHL,STL,5/12/2016,286,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51388,SAN,LAS,5/27/2016,516,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51389,SMF,SAN,5/5/2016,529,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51390,SAN,HOU,5/24/2016,253,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51391,DAL,TUL,5/27/2016,44,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51392,BWI,DTW,5/9/2016,10,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51393,MCO,DEN,5/7/2016,65,9666,9666,0,41.47796253,15062,16,ROSITA,MANOS
51394,HOU,ELP,5/10/2016,14,9668,9668,0,40.60206973,40385,5,WILLIAM,LIPPS
51395,SMF,SNA,5/4/2016,244,9668,9668,0,40.60206973,40385,5,WILLIAM,LIPPS
51396,DAY,MDW,5/15/2016,608,9668,9668,0,40.60206973,40385,5,WILLIAM,LIPPS
51397,PIT,LAS,5/10/2016,642,9668,9668,0,40.60206973,40385,5,WILLIAM,LIPPS
51398,HOU,BHM,5/9/2016,319,9668,9668,0,40.60206973,40385,5,WILLIAM,LIPPS
51399,LGA,MDW,5/16/2016,225,9669,9669,0,50.41758347,24137,6,RACHEAL,LESSER
51400,LBB,DAL,5/15/2016,8,9669,9669,0,50.41758347,24137,6,RACHEAL,LESSER
51401,LAS,SMF,5/30/2016,607,9669,9669,0,50.41758347,24137,6,RACHEAL,LESSER
51402,SAN,SJC,5/9/2016,94,9669,9669,0,50.41758347,24137,6,RACHEAL,LESSER
51403,IND,DAL,5/21/2016,307,9669,9669,0,50.41758347,24137,6,RACHEAL,LESSER
51404,LAS,BWI,5/17/2016,558,9669,9669,0,50.41758347,24137,6,RACHEAL,LESSER
51405,FLL,BWI,5/29/2016,399,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51406,MSP,ATL,5/9/2016,430,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51407,SJU,FLL,5/18/2016,518,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51408,IND,TPA,5/19/2016,138,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51409,ATL,MCO,5/25/2016,36,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51410,PHL,MDW,5/28/2016,266,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51411,MDW,MSP,5/8/2016,508,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51412,LAX,SJC,5/2/2016,396,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51413,DAL,AUS,5/4/2016,43,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51414,HOU,SNA,5/16/2016,182,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51415,ATL,FLL,5/22/2016,34,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51416,MEM,MDW,5/13/2016,420,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51417,MCO,ISP,5/14/2016,293,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51418,TPA,DCA,5/26/2016,267,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51419,MBJ,MDW,5/11/2016,227,9670,9670,0,47.86900056,60453,15,GUILLERMINA,LEIKER
51420,OAK,LAS,5/4/2016,193,9671,9671,0,36.0040927,13676,6,ELOISA,LEEDS
51421,AUS,MDW,5/25/2016,582,9671,9671,0,36.0040927,13676,6,ELOISA,LEEDS
51422,SAN,STL,5/20/2016,287,9671,9671,0,36.0040927,13676,6,ELOISA,LEEDS
51423,SJC,SNA,5/17/2016,473,9671,9671,0,36.0040927,13676,6,ELOISA,LEEDS
51424,STL,DAL,5/16/2016,46,9671,9671,0,36.0040927,13676,6,ELOISA,LEEDS
51425,BHM,HOU,5/18/2016,237,9671,9671,0,36.0040927,13676,6,ELOISA,LEEDS
51426,SJC,SEA,5/16/2016,103,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51427,DAL,MEM,5/21/2016,417,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51428,IND,BOS,5/6/2016,263,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51429,DAL,MCO,5/31/2016,543,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51430,HOU,PIT,5/15/2016,187,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51431,MKE,DEN,5/15/2016,245,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51432,SJC,LAS,5/29/2016,315,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51433,STL,HOU,5/7/2016,77,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51434,BOS,BWI,5/2/2016,304,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51435,MSY,MCO,5/11/2016,435,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51436,MDW,LGA,5/15/2016,364,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51437,DSM,LAS,5/18/2016,63,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51438,PBI,ISP,5/17/2016,466,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51439,MCO,ORF,5/11/2016,214,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51440,DTW,MDW,5/19/2016,141,9672,9672,1,41.53532846,68718,15,MANUAL,KRUMM
51441,SNA,DEN,5/16/2016,153,9673,9673,1,47.39226411,62923,10,JAE,KNORR
51442,MCI,TPA,5/29/2016,60,9673,9673,1,47.39226411,62923,10,JAE,KNORR
51443,LAS,BUR,5/5/2016,164,9673,9673,1,47.39226411,62923,10,JAE,KNORR
51444,PIT,ATL,5/28/2016,456,9673,9673,1,47.39226411,62923,10,JAE,KNORR
51445,BUF,TPA,5/12/2016,341,9673,9673,1,47.39226411,62923,10,JAE,KNORR
51446,MCI,TPA,5/3/2016,402,9673,9673,1,47.39226411,62923,10,JAE,KNORR
51447,BOS,BWI,5/26/2016,405,9673,9673,1,47.39226411,62923,10,JAE,KNORR
